2013-02-28T14:33:20,8693
2013-02-28T15:33:20,8700
2013-02-28T16:33:20,8730
2013-02-28T17:33:20,8780
2013-02-28T18:33:20,8810
2013-02-28T19:33:20,8850
2013-02-28T20:33:20,8900
2013-02-28T21:33:20,8900
2013-02-28T22:33:20,8900
2013-02-28T23:33:20,8900
2013-03-01T00:33:20,8900
2013-03-01T01:33:20,8900
2013-03-01T02:33:20,8900
2013-03-01T03:33:20,8900
2013-03-01T04:33:20,8900
2013-03-01T05:33:20,8900
2013-03-01T06:33:20,8900
2013-03-01T07:33:20,8900
2013-03-01T08:33:20,8920
2013-03-01T09:33:20,8930
2013-03-01T10:33:20,8930
2013-03-01T11:33:20,8930
2013-03-01T12:33:20,8930
2013-03-01T13:33:20,8940
2013-03-01T14:33:20,8940
2013-03-01T15:33:20,8940
2013-03-01T16:33:20,8940
2013-03-01T17:33:20,8940
2013-03-01T18:33:20,8940
2013-03-01T19:33:20,8970
2013-03-01T20:33:20,8970
2013-03-01T21:33:20,8980
2013-03-01T22:33:20,8980
2013-03-01T23:33:20,8985
2013-03-02T00:33:20,8990
2013-03-02T01:33:20,8990
2013-03-02T02:33:20,8990
2013-03-02T03:33:20,8990
2013-03-02T04:33:20,8990
2013-03-02T05:33:20,8990
2013-03-02T06:33:20,8990
2013-03-02T07:33:20,8990
2013-03-02T08:33:20,9005
2013-03-02T09:33:20,9020
2013-03-02T10:33:20,9020
2013-03-02T11:33:20,9030
2013-03-02T12:33:20,9045
2013-03-02T13:33:20,9045
2013-03-02T14:33:20,9050
2013-03-02T15:33:20,9100
